State,County,Date,Count,Population,PerCapitaPop,LogPerCapita,Year,DOY,DaysSinceFirstSight,DateBeg,DateEnd,FirstInvasion
NJ,Hunterdon,6/13/2020 - 6/19/2020,3,129067,2.32437E-05,-4.633693961,2020,165,696,6/13/2020, 6/19/2020,
NJ,Hunterdon,6/20/2020 - 6/26/2020,2,129067,1.54958E-05,-4.80978522,2020,172,703,6/20/2020, 6/26/2020,
NJ,Hunterdon,6/27/2020 - 7/3/2020,8,129067,6.19833E-05,-4.207725229,2020,179,710,6/27/2020, 7/3/2020,
NJ,Hunterdon,7/4/2020 - 7/10/2020,3,129067,2.32437E-05,-4.633693961,2020,186,717,7/4/2020, 7/10/2020,
NJ,Hunterdon,7/11/2020 - 7/17/2020,8,129067,6.19833E-05,-4.207725229,2020,193,724,7/11/2020, 7/17/2020,
NJ,Hunterdon,7/18/2020 - 7/24/2020,5,129067,3.87396E-05,-4.411845211,2020,200,731,7/18/2020, 7/24/2020,
NJ,Hunterdon,7/25/2020 - 7/31/2020,4,129067,3.09917E-05,-4.508755224,2020,207,738,7/25/2020, 7/31/2020,
NJ,Hunterdon,8/1/2020 - 8/7/2020,6,129067,4.64875E-05,-4.332663965,2020,214,745,8/1/2020, 8/7/2020,
NJ,Hunterdon,8/8/2020 - 8/14/2020,16,129067,0.000123967,-3.906695233,2020,221,752,8/8/2020, 8/14/2020,
NJ,Hunterdon,8/15/2020 - 8/21/2020,12,129067,9.2975E-05,-4.031633969,2020,228,759,8/15/2020, 8/21/2020,
NJ,Hunterdon,8/22/2020 - 8/28/2020,8,129067,6.19833E-05,-4.207725229,2020,235,766,8/22/2020, 8/28/2020,
NJ,Hunterdon,8/29/2020 - 9/4/2020,7,129067,5.42354E-05,-4.265717176,2020,242,773,8/29/2020, 9/4/2020,
NJ,Hunterdon,9/5/2020 - 9/11/2020,14,129067,0.000108471,-3.96468718,2020,249,780,9/5/2020, 9/11/2020,
NJ,Hunterdon,9/12/2020 - 9/18/2020,2,129067,1.54958E-05,-4.80978522,2020,256,787,9/12/2020, 9/18/2020,
NJ,Hunterdon,9/19/2020 - 9/25/2020,7,129067,5.42354E-05,-4.265717176,2020,263,794,9/19/2020, 9/25/2020,
NJ,Hunterdon,9/26/2020 - 10/2/2020,7,129067,5.42354E-05,-4.265717176,2020,270,801,9/26/2020, 10/2/2020,
NJ,Hunterdon,10/3/2020 - 10/9/2020,4,129067,3.09917E-05,-4.508755224,2020,277,808,10/3/2020, 10/9/2020,
NJ,Hunterdon,10/10/2020 - 10/16/2020,5,129067,3.87396E-05,-4.411845211,2020,284,815,10/10/2020, 10/16/2020,
NJ,Hunterdon,10/17/2020 - 10/23/2020,3,129067,2.32437E-05,-4.633693961,2020,291,822,10/17/2020, 10/23/2020,
NJ,Hunterdon,10/24/2020 - 10/30/2020,1,129067,7.74791E-06,-5.110815216,2020,298,829,10/24/2020, 10/30/2020,
NJ,Hunterdon,12/12/2020 - 12/18/2020,1,129067,7.74791E-06,-5.110815216,2020,347,878,12/12/2020, 12/18/2020,
NJ,Hunterdon,3/27/2021 - 4/2/2021,1,129067,7.74791E-06,-5.110815216,2021,86,983,3/27/2021, 4/2/2021,
NJ,Hunterdon,4/10/2021 - 4/16/2021,1,129067,7.74791E-06,-5.110815216,2021,100,997,4/10/2021, 4/16/2021,
NJ,Hunterdon,4/17/2021 - 4/23/2021,1,129067,7.74791E-06,-5.110815216,2021,107,1004,4/17/2021, 4/23/2021,
NJ,Hunterdon,5/1/2021 - 5/7/2021,1,129067,7.74791E-06,-5.110815216,2021,121,1018,5/1/2021, 5/7/2021,
NJ,Hunterdon,5/15/2021 - 5/21/2021,1,129067,7.74791E-06,-5.110815216,2021,135,1032,5/15/2021, 5/21/2021,
NJ,Hunterdon,5/22/2021 - 5/28/2021,3,129067,2.32437E-05,-4.633693961,2021,142,1039,5/22/2021, 5/28/2021,
NJ,Hunterdon,5/29/2021 - 6/4/2021,1,129067,7.74791E-06,-5.110815216,2021,149,1046,5/29/2021, 6/4/2021,
NJ,Hunterdon,6/5/2021 - 6/11/2021,4,129067,3.09917E-05,-4.508755224,2021,156,1053,6/5/2021, 6/11/2021,
NJ,Hunterdon,6/12/2021 - 6/18/2021,1,129067,7.74791E-06,-5.110815216,2021,163,1060,6/12/2021, 6/18/2021,
NJ,Hunterdon,6/26/2021 - 7/2/2021,4,129067,3.09917E-05,-4.508755224,2021,177,1074,6/26/2021, 7/2/2021,
NJ,Hunterdon,7/3/2021 - 7/9/2021,6,129067,4.64875E-05,-4.332663965,2021,184,1081,7/3/2021, 7/9/2021,
NJ,Hunterdon,7/10/2021 - 7/16/2021,4,129067,3.09917E-05,-4.508755224,2021,191,1088,7/10/2021, 7/16/2021,
NJ,Hunterdon,7/17/2021 - 7/23/2021,5,129067,3.87396E-05,-4.411845211,2021,198,1095,7/17/2021, 7/23/2021,
NJ,Hunterdon,7/24/2021 - 7/30/2021,6,129067,4.64875E-05,-4.332663965,2021,205,1102,7/24/2021, 7/30/2021,
NJ,Hunterdon,7/31/2021 - 8/6/2021,3,129067,2.32437E-05,-4.633693961,2021,212,1109,7/31/2021, 8/6/2021,
NJ,Hunterdon,8/7/2021 - 8/13/2021,6,129067,4.64875E-05,-4.332663965,2021,219,1116,8/7/2021, 8/13/2021,
NJ,Hunterdon,8/14/2021 - 8/20/2021,8,129067,6.19833E-05,-4.207725229,2021,226,1123,8/14/2021, 8/20/2021,
NJ,Hunterdon,8/21/2021 - 8/27/2021,1,129067,7.74791E-06,-5.110815216,2021,233,1130,8/21/2021, 8/27/2021,
NJ,Hunterdon,8/28/2021 - 9/3/2021,1,129067,7.74791E-06,-5.110815216,2021,240,1137,8/28/2021, 9/3/2021,
NJ,Hunterdon,9/11/2021 - 9/17/2021,1,129067,7.74791E-06,-5.110815216,2021,254,1151,9/11/2021, 9/17/2021,
NJ,Hunterdon,9/18/2021 - 9/24/2021,1,129067,7.74791E-06,-5.110815216,2021,261,1158,9/18/2021, 9/24/2021,
NJ,Hunterdon,9/25/2021 - 10/1/2021,2,129067,1.54958E-05,-4.80978522,2021,268,1165,9/25/2021, 10/1/2021,
NJ,Hunterdon,10/2/2021 - 10/8/2021,4,129067,3.09917E-05,-4.508755224,2021,275,1172,10/2/2021, 10/8/2021,
NJ,Hunterdon,10/9/2021 - 10/15/2021,2,129067,1.54958E-05,-4.80978522,2021,282,1179,10/9/2021, 10/15/2021,
NJ,Hunterdon,10/16/2021 - 10/22/2021,1,129067,7.74791E-06,-5.110815216,2021,289,1186,10/16/2021, 10/22/2021,
NJ,Hunterdon,10/23/2021 - 10/29/2021,1,129067,7.74791E-06,-5.110815216,2021,296,1193,10/23/2021, 10/29/2021,
NJ,Hunterdon,11/6/2021 - 11/12/2021,1,129067,7.74791E-06,-5.110815216,2021,310,1207,11/6/2021, 11/12/2021,
NJ,Hunterdon,1/22/2022 - 1/28/2022,1,129067,7.74791E-06,-5.110815216,2022,22,1284,1/22/2022, 1/28/2022,
NJ,Hunterdon,3/26/2022 - 4/1/2022,1,129067,7.74791E-06,-5.110815216,2022,85,1347,3/26/2022, 4/1/2022,
NJ,Hunterdon,5/21/2022 - 5/27/2022,2,129067,1.54958E-05,-4.80978522,2022,141,1403,5/21/2022, 5/27/2022,
NJ,Hunterdon,5/28/2022 - 6/3/2022,1,129067,7.74791E-06,-5.110815216,2022,148,1410,5/28/2022, 6/3/2022,
NJ,Hunterdon,6/11/2022 - 6/17/2022,5,129067,3.87396E-05,-4.411845211,2022,162,1424,6/11/2022, 6/17/2022,
NJ,Hunterdon,6/18/2022 - 6/24/2022,7,129067,5.42354E-05,-4.265717176,2022,169,1431,6/18/2022, 6/24/2022,
NJ,Hunterdon,6/25/2022 - 7/1/2022,1,129067,7.74791E-06,-5.110815216,2022,176,1438,6/25/2022, 7/1/2022,
NJ,Hunterdon,7/2/2022 - 7/8/2022,8,129067,6.19833E-05,-4.207725229,2022,183,1445,7/2/2022, 7/8/2022,
NJ,Hunterdon,7/9/2022 - 7/15/2022,7,129067,5.42354E-05,-4.265717176,2022,190,1452,7/9/2022, 7/15/2022,
NJ,Hunterdon,7/16/2022 - 7/22/2022,5,129067,3.87396E-05,-4.411845211,2022,197,1459,7/16/2022, 7/22/2022,
NJ,Hunterdon,7/23/2022 - 7/29/2022,6,129067,4.64875E-05,-4.332663965,2022,204,1466,7/23/2022, 7/29/2022,
NJ,Hunterdon,7/30/2022 - 8/5/2022,2,129067,1.54958E-05,-4.80978522,2022,211,1473,7/30/2022, 8/5/2022,
NJ,Hunterdon,8/6/2022 - 8/12/2022,6,129067,4.64875E-05,-4.332663965,2022,218,1480,8/6/2022, 8/12/2022,
NJ,Hunterdon,8/13/2022 - 8/19/2022,4,129067,3.09917E-05,-4.508755224,2022,225,1487,8/13/2022, 8/19/2022,
NJ,Hunterdon,8/20/2022 - 8/26/2022,3,129067,2.32437E-05,-4.633693961,2022,232,1494,8/20/2022, 8/26/2022,
NJ,Hunterdon,8/27/2022 - 9/2/2022,1,129067,7.74791E-06,-5.110815216,2022,239,1501,8/27/2022, 9/2/2022,
NJ,Mercer,6/22/2019 - 6/28/2019,2,391506,5.10848E-06,-5.291708427,2019,173,339,6/22/2019, 6/28/2019,
NJ,Mercer,7/6/2019 - 7/12/2019,1,391506,2.55424E-06,-5.592738422,2019,187,353,7/6/2019, 7/12/2019,
NJ,Mercer,7/13/2019 - 7/19/2019,3,391506,7.66272E-06,-5.115617167,2019,194,360,7/13/2019, 7/19/2019,
NJ,Mercer,7/27/2019 - 8/2/2019,1,391506,2.55424E-06,-5.592738422,2019,208,374,7/27/2019, 8/2/2019,
NJ,Mercer,8/3/2019 - 8/9/2019,2,391506,5.10848E-06,-5.291708427,2019,215,381,8/3/2019, 8/9/2019,
NJ,Mercer,8/10/2019 - 8/16/2019,1,391506,2.55424E-06,-5.592738422,2019,222,388,8/10/2019, 8/16/2019,
NJ,Mercer,9/7/2019 - 9/13/2019,1,391506,2.55424E-06,-5.592738422,2019,250,416,9/7/2019, 9/13/2019,
NJ,Mercer,10/5/2019 - 10/11/2019,1,391506,2.55424E-06,-5.592738422,2019,278,444,10/5/2019, 10/11/2019,
NJ,Mercer,11/9/2019 - 11/15/2019,1,391506,2.55424E-06,-5.592738422,2019,313,479,11/9/2019, 11/15/2019,
NJ,Mercer,3/21/2020 - 3/27/2020,1,391506,2.55424E-06,-5.592738422,2020,81,612,3/21/2020, 3/27/2020,
NJ,Mercer,6/27/2020 - 7/3/2020,2,391506,5.10848E-06,-5.291708427,2020,179,710,6/27/2020, 7/3/2020,
NJ,Mercer,7/11/2020 - 7/17/2020,2,391506,5.10848E-06,-5.291708427,2020,193,724,7/11/2020, 7/17/2020,
NJ,Mercer,7/18/2020 - 7/24/2020,4,391506,1.0217E-05,-4.990678431,2020,200,731,7/18/2020, 7/24/2020,
NJ,Mercer,7/25/2020 - 7/31/2020,4,391506,1.0217E-05,-4.990678431,2020,207,738,7/25/2020, 7/31/2020,
NJ,Mercer,8/1/2020 - 8/7/2020,9,391506,2.29882E-05,-4.638495913,2020,214,745,8/1/2020, 8/7/2020,
NJ,Mercer,8/8/2020 - 8/14/2020,10,391506,2.55424E-05,-4.592738422,2020,221,752,8/8/2020, 8/14/2020,
NJ,Mercer,8/15/2020 - 8/21/2020,5,391506,1.27712E-05,-4.893768418,2020,228,759,8/15/2020, 8/21/2020,
NJ,Mercer,8/22/2020 - 8/28/2020,10,391506,2.55424E-05,-4.592738422,2020,235,766,8/22/2020, 8/28/2020,
NJ,Mercer,8/29/2020 - 9/4/2020,10,391506,2.55424E-05,-4.592738422,2020,242,773,8/29/2020, 9/4/2020,
NJ,Mercer,9/5/2020 - 9/11/2020,4,391506,1.0217E-05,-4.990678431,2020,249,780,9/5/2020, 9/11/2020,
NJ,Mercer,9/12/2020 - 9/18/2020,8,391506,2.04339E-05,-4.689648435,2020,256,787,9/12/2020, 9/18/2020,
NJ,Mercer,9/19/2020 - 9/25/2020,1,391506,2.55424E-06,-5.592738422,2020,263,794,9/19/2020, 9/25/2020,
NJ,Mercer,9/26/2020 - 10/2/2020,1,391506,2.55424E-06,-5.592738422,2020,270,801,9/26/2020, 10/2/2020,
NJ,Mercer,10/3/2020 - 10/9/2020,4,391506,1.0217E-05,-4.990678431,2020,277,808,10/3/2020, 10/9/2020,
NJ,Mercer,10/10/2020 - 10/16/2020,4,391506,1.0217E-05,-4.990678431,2020,284,815,10/10/2020, 10/16/2020,
NJ,Mercer,10/17/2020 - 10/23/2020,9,391506,2.29882E-05,-4.638495913,2020,291,822,10/17/2020, 10/23/2020,
NJ,Mercer,10/24/2020 - 10/30/2020,6,391506,1.53254E-05,-4.814587172,2020,298,829,10/24/2020, 10/30/2020,
NJ,Mercer,11/14/2020 - 11/20/2020,1,391506,2.55424E-06,-5.592738422,2020,319,850,11/14/2020, 11/20/2020,
NJ,Mercer,11/21/2020 - 11/27/2020,1,391506,2.55424E-06,-5.592738422,2020,326,857,11/21/2020, 11/27/2020,
NJ,Mercer,3/20/2021 - 3/26/2021,1,391506,2.55424E-06,-5.592738422,2021,79,976,3/20/2021, 3/26/2021,
NJ,Mercer,4/10/2021 - 4/16/2021,1,391506,2.55424E-06,-5.592738422,2021,100,997,4/10/2021, 4/16/2021,
NJ,Mercer,5/8/2021 - 5/14/2021,1,391506,2.55424E-06,-5.592738422,2021,128,1025,5/8/2021, 5/14/2021,
NJ,Mercer,5/15/2021 - 5/21/2021,2,391506,5.10848E-06,-5.291708427,2021,135,1032,5/15/2021, 5/21/2021,
NJ,Mercer,5/22/2021 - 5/28/2021,11,391506,2.80966E-05,-4.551345737,2021,142,1039,5/22/2021, 5/28/2021,
NJ,Mercer,5/29/2021 - 6/4/2021,8,391506,2.04339E-05,-4.689648435,2021,149,1046,5/29/2021, 6/4/2021,
NJ,Mercer,6/5/2021 - 6/11/2021,5,391506,1.27712E-05,-4.893768418,2021,156,1053,6/5/2021, 6/11/2021,
NJ,Mercer,6/12/2021 - 6/18/2021,13,391506,3.32051E-05,-4.47879507,2021,163,1060,6/12/2021, 6/18/2021,
NJ,Mercer,6/19/2021 - 6/25/2021,13,391506,3.32051E-05,-4.47879507,2021,170,1067,6/19/2021, 6/25/2021,
NJ,Mercer,6/26/2021 - 7/2/2021,5,391506,1.27712E-05,-4.893768418,2021,177,1074,6/26/2021, 7/2/2021,
NJ,Mercer,7/3/2021 - 7/9/2021,18,391506,4.59763E-05,-4.337465917,2021,184,1081,7/3/2021, 7/9/2021,
NJ,Mercer,7/10/2021 - 7/16/2021,13,391506,3.32051E-05,-4.47879507,2021,191,1088,7/10/2021, 7/16/2021,
NJ,Mercer,7/17/2021 - 7/23/2021,13,391506,3.32051E-05,-4.47879507,2021,198,1095,7/17/2021, 7/23/2021,
NJ,Mercer,7/24/2021 - 7/30/2021,10,391506,2.55424E-05,-4.592738422,2021,205,1102,7/24/2021, 7/30/2021,
NJ,Mercer,7/31/2021 - 8/6/2021,22,391506,5.61933E-05,-4.250315741,2021,212,1109,7/31/2021, 8/6/2021,
NJ,Mercer,8/7/2021 - 8/13/2021,11,391506,2.80966E-05,-4.551345737,2021,219,1116,8/7/2021, 8/13/2021,
NJ,Mercer,8/14/2021 - 8/20/2021,7,391506,1.78797E-05,-4.747640382,2021,226,1123,8/14/2021, 8/20/2021,
NJ,Mercer,8/21/2021 - 8/27/2021,34,391506,8.68441E-05,-4.061259505,2021,233,1130,8/21/2021, 8/27/2021,
NJ,Mercer,8/28/2021 - 9/3/2021,30,391506,7.66272E-05,-4.115617167,2021,240,1137,8/28/2021, 9/3/2021,
NJ,Mercer,9/4/2021 - 9/10/2021,13,391506,3.32051E-05,-4.47879507,2021,247,1144,9/4/2021, 9/10/2021,
NJ,Mercer,9/11/2021 - 9/17/2021,8,391506,2.04339E-05,-4.689648435,2021,254,1151,9/11/2021, 9/17/2021,
NJ,Mercer,9/18/2021 - 9/24/2021,6,391506,1.53254E-05,-4.814587172,2021,261,1158,9/18/2021, 9/24/2021,
NJ,Mercer,9/25/2021 - 10/1/2021,5,391506,1.27712E-05,-4.893768418,2021,268,1165,9/25/2021, 10/1/2021,
NJ,Mercer,10/2/2021 - 10/8/2021,2,391506,5.10848E-06,-5.291708427,2021,275,1172,10/2/2021, 10/8/2021,
NJ,Mercer,10/9/2021 - 10/15/2021,2,391506,5.10848E-06,-5.291708427,2021,282,1179,10/9/2021, 10/15/2021,
NJ,Mercer,10/16/2021 - 10/22/2021,1,391506,2.55424E-06,-5.592738422,2021,289,1186,10/16/2021, 10/22/2021,
NJ,Mercer,10/23/2021 - 10/29/2021,6,391506,1.53254E-05,-4.814587172,2021,296,1193,10/23/2021, 10/29/2021,
NJ,Mercer,10/30/2021 - 11/5/2021,5,391506,1.27712E-05,-4.893768418,2021,303,1200,10/30/2021, 11/5/2021,
NJ,Mercer,2/26/2022 - 3/4/2022,5,391506,1.27712E-05,-4.893768418,2022,57,1319,2/26/2022, 3/4/2022,
NJ,Mercer,4/9/2022 - 4/15/2022,1,391506,2.55424E-06,-5.592738422,2022,99,1361,4/9/2022, 4/15/2022,
NJ,Mercer,4/30/2022 - 5/6/2022,2,391506,5.10848E-06,-5.291708427,2022,120,1382,4/30/2022, 5/6/2022,
NJ,Mercer,5/14/2022 - 5/20/2022,7,391506,1.78797E-05,-4.747640382,2022,134,1396,5/14/2022, 5/20/2022,
NJ,Mercer,5/21/2022 - 5/27/2022,10,391506,2.55424E-05,-4.592738422,2022,141,1403,5/21/2022, 5/27/2022,
NJ,Mercer,5/28/2022 - 6/3/2022,6,391506,1.53254E-05,-4.814587172,2022,148,1410,5/28/2022, 6/3/2022,
NJ,Mercer,6/4/2022 - 6/10/2022,6,391506,1.53254E-05,-4.814587172,2022,155,1417,6/4/2022, 6/10/2022,
NJ,Mercer,6/11/2022 - 6/17/2022,7,391506,1.78797E-05,-4.747640382,2022,162,1424,6/11/2022, 6/17/2022,
NJ,Mercer,6/18/2022 - 6/24/2022,2,391506,5.10848E-06,-5.291708427,2022,169,1431,6/18/2022, 6/24/2022,
NJ,Mercer,6/25/2022 - 7/1/2022,3,391506,7.66272E-06,-5.115617167,2022,176,1438,6/25/2022, 7/1/2022,
NJ,Mercer,7/2/2022 - 7/8/2022,12,391506,3.06509E-05,-4.513557176,2022,183,1445,7/2/2022, 7/8/2022,
NJ,Mercer,7/9/2022 - 7/15/2022,5,391506,1.27712E-05,-4.893768418,2022,190,1452,7/9/2022, 7/15/2022,
NJ,Mercer,7/16/2022 - 7/22/2022,2,391506,5.10848E-06,-5.291708427,2022,197,1459,7/16/2022, 7/22/2022,
NJ,Mercer,7/23/2022 - 7/29/2022,3,391506,7.66272E-06,-5.115617167,2022,204,1466,7/23/2022, 7/29/2022,
NJ,Mercer,7/30/2022 - 8/5/2022,6,391506,1.53254E-05,-4.814587172,2022,211,1473,7/30/2022, 8/5/2022,
NJ,Mercer,8/6/2022 - 8/12/2022,8,391506,2.04339E-05,-4.689648435,2022,218,1480,8/6/2022, 8/12/2022,
NJ,Mercer,8/13/2022 - 8/19/2022,4,391506,1.0217E-05,-4.990678431,2022,225,1487,8/13/2022, 8/19/2022,
NJ,Mercer,8/20/2022 - 8/26/2022,1,391506,2.55424E-06,-5.592738422,2022,232,1494,8/20/2022, 8/26/2022,
NJ,Mercer,8/27/2022 - 9/2/2022,1,391506,2.55424E-06,-5.592738422,2022,239,1501,8/27/2022, 9/2/2022,
NJ,Mercer,9/3/2022 - 9/9/2022,4,391506,1.0217E-05,-4.990678431,2022,246,1508,9/3/2022, 9/9/2022,
NJ,Middlesex,10/12/2019 - 10/18/2019,1,873822,1.1444E-06,-5.941422975,2019,285,451,10/12/2019, 10/18/2019,
NJ,Middlesex,7/4/2020 - 7/10/2020,1,873822,1.1444E-06,-5.941422975,2020,186,717,7/4/2020, 7/10/2020,
NJ,Middlesex,8/8/2020 - 8/14/2020,8,873822,9.15518E-06,-5.038332988,2020,221,752,8/8/2020, 8/14/2020,
NJ,Middlesex,8/15/2020 - 8/21/2020,3,873822,3.43319E-06,-5.46430172,2020,228,759,8/15/2020, 8/21/2020,
NJ,Middlesex,8/22/2020 - 8/28/2020,5,873822,5.72199E-06,-5.24245297,2020,235,766,8/22/2020, 8/28/2020,
NJ,Middlesex,8/29/2020 - 9/4/2020,5,873822,5.72199E-06,-5.24245297,2020,242,773,8/29/2020, 9/4/2020,
NJ,Middlesex,9/5/2020 - 9/11/2020,4,873822,4.57759E-06,-5.339362983,2020,249,780,9/5/2020, 9/11/2020,
NJ,Middlesex,9/12/2020 - 9/18/2020,4,873822,4.57759E-06,-5.339362983,2020,256,787,9/12/2020, 9/18/2020,
NJ,Middlesex,9/19/2020 - 9/25/2020,4,873822,4.57759E-06,-5.339362983,2020,263,794,9/19/2020, 9/25/2020,
NJ,Middlesex,9/26/2020 - 10/2/2020,8,873822,9.15518E-06,-5.038332988,2020,270,801,9/26/2020, 10/2/2020,
NJ,Middlesex,10/3/2020 - 10/9/2020,6,873822,6.86639E-06,-5.163271724,2020,277,808,10/3/2020, 10/9/2020,
NJ,Middlesex,10/10/2020 - 10/16/2020,7,873822,8.01078E-06,-5.096324935,2020,284,815,10/10/2020, 10/16/2020,
NJ,Middlesex,10/17/2020 - 10/23/2020,9,873822,1.02996E-05,-4.987180465,2020,291,822,10/17/2020, 10/23/2020,
NJ,Middlesex,10/24/2020 - 10/30/2020,5,873822,5.72199E-06,-5.24245297,2020,298,829,10/24/2020, 10/30/2020,
NJ,Middlesex,10/31/2020 - 11/6/2020,4,873822,4.57759E-06,-5.339362983,2020,305,836,10/31/2020, 11/6/2020,
NJ,Middlesex,11/7/2020 - 11/13/2020,3,873822,3.43319E-06,-5.46430172,2020,312,843,11/7/2020, 11/13/2020,
NJ,Middlesex,11/14/2020 - 11/20/2020,2,873822,2.2888E-06,-5.640392979,2020,319,850,11/14/2020, 11/20/2020,
NJ,Middlesex,11/21/2020 - 11/27/2020,2,873822,2.2888E-06,-5.640392979,2020,326,857,11/21/2020, 11/27/2020,
NJ,Middlesex,12/19/2020 - 12/25/2020,1,873822,1.1444E-06,-5.941422975,2020,354,885,12/19/2020, 12/25/2020,
NJ,Middlesex,1/9/2021 - 1/15/2021,1,873822,1.1444E-06,-5.941422975,2021,9,906,1/9/2021, 1/15/2021,
NJ,Middlesex,3/6/2021 - 3/12/2021,13,873822,1.48772E-05,-4.827479622,2021,65,962,3/6/2021, 3/12/2021,
NJ,Middlesex,3/13/2021 - 3/19/2021,3,873822,3.43319E-06,-5.46430172,2021,72,969,3/13/2021, 3/19/2021,
NJ,Middlesex,3/20/2021 - 3/26/2021,1,873822,1.1444E-06,-5.941422975,2021,79,976,3/20/2021, 3/26/2021,
NJ,Middlesex,4/3/2021 - 4/9/2021,1,873822,1.1444E-06,-5.941422975,2021,93,990,4/3/2021, 4/9/2021,
NJ,Middlesex,4/17/2021 - 4/23/2021,2,873822,2.2888E-06,-5.640392979,2021,107,1004,4/17/2021, 4/23/2021,
NJ,Middlesex,4/24/2021 - 4/30/2021,1,873822,1.1444E-06,-5.941422975,2021,114,1011,4/24/2021, 4/30/2021,
NJ,Middlesex,5/1/2021 - 5/7/2021,1,873822,1.1444E-06,-5.941422975,2021,121,1018,5/1/2021, 5/7/2021,
NJ,Middlesex,5/15/2021 - 5/21/2021,3,873822,3.43319E-06,-5.46430172,2021,135,1032,5/15/2021, 5/21/2021,
NJ,Middlesex,5/22/2021 - 5/28/2021,7,873822,8.01078E-06,-5.096324935,2021,142,1039,5/22/2021, 5/28/2021,
NJ,Middlesex,5/29/2021 - 6/4/2021,4,873822,4.57759E-06,-5.339362983,2021,149,1046,5/29/2021, 6/4/2021,
NJ,Middlesex,6/5/2021 - 6/11/2021,6,873822,6.86639E-06,-5.163271724,2021,156,1053,6/5/2021, 6/11/2021,
NJ,Middlesex,6/12/2021 - 6/18/2021,12,873822,1.37328E-05,-4.862241729,2021,163,1060,6/12/2021, 6/18/2021,
NJ,Middlesex,6/19/2021 - 6/25/2021,7,873822,8.01078E-06,-5.096324935,2021,170,1067,6/19/2021, 6/25/2021,
NJ,Middlesex,6/26/2021 - 7/2/2021,4,873822,4.57759E-06,-5.339362983,2021,177,1074,6/26/2021, 7/2/2021,
NJ,Middlesex,7/3/2021 - 7/9/2021,13,873822,1.48772E-05,-4.827479622,2021,184,1081,7/3/2021, 7/9/2021,
NJ,Middlesex,7/10/2021 - 7/16/2021,14,873822,1.60216E-05,-4.795294939,2021,191,1088,7/10/2021, 7/16/2021,
NJ,Middlesex,7/17/2021 - 7/23/2021,9,873822,1.02996E-05,-4.987180465,2021,198,1095,7/17/2021, 7/23/2021,
NJ,Middlesex,7/24/2021 - 7/30/2021,27,873822,3.08987E-05,-4.51005921,2021,205,1102,7/24/2021, 7/30/2021,
NJ,Middlesex,7/31/2021 - 8/6/2021,32,873822,3.66207E-05,-4.436272996,2021,212,1109,7/31/2021, 8/6/2021,
NJ,Middlesex,8/7/2021 - 8/13/2021,23,873822,2.63212E-05,-4.579695139,2021,219,1116,8/7/2021, 8/13/2021,
NJ,Middlesex,8/14/2021 - 8/20/2021,21,873822,2.40324E-05,-4.61920368,2021,226,1123,8/14/2021, 8/20/2021,
NJ,Middlesex,8/21/2021 - 8/27/2021,8,873822,9.15518E-06,-5.038332988,2021,233,1130,8/21/2021, 8/27/2021,
NJ,Middlesex,8/28/2021 - 9/3/2021,22,873822,2.51768E-05,-4.599000294,2021,240,1137,8/28/2021, 9/3/2021,
NJ,Middlesex,9/4/2021 - 9/10/2021,10,873822,1.1444E-05,-4.941422975,2021,247,1144,9/4/2021, 9/10/2021,
NJ,Middlesex,9/11/2021 - 9/17/2021,34,873822,3.89095E-05,-4.409944058,2021,254,1151,9/11/2021, 9/17/2021,
NJ,Middlesex,9/18/2021 - 9/24/2021,16,873822,1.83104E-05,-4.737302992,2021,261,1158,9/18/2021, 9/24/2021,
NJ,Middlesex,9/25/2021 - 10/1/2021,1,873822,1.1444E-06,-5.941422975,2021,268,1165,9/25/2021, 10/1/2021,
NJ,Middlesex,10/2/2021 - 10/8/2021,8,873822,9.15518E-06,-5.038332988,2021,275,1172,10/2/2021, 10/8/2021,
NJ,Middlesex,10/9/2021 - 10/15/2021,14,873822,1.60216E-05,-4.795294939,2021,282,1179,10/9/2021, 10/15/2021,
NJ,Middlesex,10/16/2021 - 10/22/2021,9,873822,1.02996E-05,-4.987180465,2021,289,1186,10/16/2021, 10/22/2021,
NJ,Middlesex,10/23/2021 - 10/29/2021,9,873822,1.02996E-05,-4.987180465,2021,296,1193,10/23/2021, 10/29/2021,
NJ,Middlesex,10/30/2021 - 11/5/2021,8,873822,9.15518E-06,-5.038332988,2021,303,1200,10/30/2021, 11/5/2021,
NJ,Middlesex,11/6/2021 - 11/12/2021,5,873822,5.72199E-06,-5.24245297,2021,310,1207,11/6/2021, 11/12/2021,
NJ,Middlesex,11/27/2021 - 12/3/2021,1,873822,1.1444E-06,-5.941422975,2021,331,1228,11/27/2021, 12/3/2021,
NJ,Middlesex,12/4/2021 - 12/10/2021,1,873822,1.1444E-06,-5.941422975,2021,338,1235,12/4/2021, 12/10/2021,
NJ,Middlesex,1/1/2022 - 1/7/2022,1,873822,1.1444E-06,-5.941422975,2022,1,1263,1/1/2022, 1/7/2022,
NJ,Middlesex,1/8/2022 - 1/14/2022,5,873822,5.72199E-06,-5.24245297,2022,8,1270,1/8/2022, 1/14/2022,
NJ,Middlesex,2/5/2022 - 2/11/2022,1,873822,1.1444E-06,-5.941422975,2022,36,1298,2/5/2022, 2/11/2022,
NJ,Middlesex,2/12/2022 - 2/18/2022,1,873822,1.1444E-06,-5.941422975,2022,43,1305,2/12/2022, 2/18/2022,
