ObservedDate,County,State,Year,DOY,FirstiNatReport,FirstInvasion,iNatSince,SinceOfficialInvasion,Count2
5/31/2021,Dauphin,PA,2021,151,11/7/2017,9/22/2014,1301,2443,1
5/31/2021,Lancaster,PA,2021,151,11/7/2017,9/22/2014,1301,2443,1
5/31/2021,Monroe,PA,2021,151,11/7/2017,9/22/2014,1301,2443,1
5/31/2021,Bucks,PA,2021,151,11/7/2017,9/22/2014,1301,2443,2
5/31/2021,Philadelphia,PA,2021,151,11/7/2017,9/22/2014,1301,2443,2
6/1/2021,Chester,PA,2021,152,11/7/2017,9/22/2014,1302,2444,1
6/1/2021,York,PA,2021,152,11/7/2017,9/22/2014,1302,2444,1
6/1/2021,Bucks,PA,2021,152,11/7/2017,9/22/2014,1302,2444,2
6/1/2021,Philadelphia,PA,2021,152,11/7/2017,9/22/2014,1302,2444,2
6/1/2021,Schuylkill,PA,2021,152,11/7/2017,9/22/2014,1302,2444,2
6/2/2021,Northampton,PA,2021,153,11/7/2017,9/22/2014,1303,2445,1
6/2/2021,Bucks,PA,2021,153,11/7/2017,9/22/2014,1303,2445,2
6/2/2021,Dauphin,PA,2021,153,11/7/2017,9/22/2014,1303,2445,2
6/2/2021,Philadelphia,PA,2021,153,11/7/2017,9/22/2014,1303,2445,3
6/3/2021,Bucks,PA,2021,154,11/7/2017,9/22/2014,1304,2446,1
6/3/2021,Carbon,PA,2021,154,11/7/2017,9/22/2014,1304,2446,1
6/3/2021,Monroe,PA,2021,154,11/7/2017,9/22/2014,1304,2446,1
6/3/2021,Philadelphia,PA,2021,154,11/7/2017,9/22/2014,1304,2446,1
6/4/2021,Delaware,PA,2021,155,11/7/2017,9/22/2014,1305,2447,1
6/4/2021,Lancaster,PA,2021,155,11/7/2017,9/22/2014,1305,2447,1
6/4/2021,Philadelphia,PA,2021,155,11/7/2017,9/22/2014,1305,2447,1
6/5/2021,Berks,PA,2021,156,11/7/2017,9/22/2014,1306,2448,1
6/5/2021,Bucks,PA,2021,156,11/7/2017,9/22/2014,1306,2448,1
6/5/2021,Lancaster,PA,2021,156,11/7/2017,9/22/2014,1306,2448,1
6/5/2021,Montgomery,PA,2021,156,11/7/2017,9/22/2014,1306,2448,1
6/5/2021,Philadelphia,PA,2021,156,11/7/2017,9/22/2014,1306,2448,2
6/6/2021,Dauphin,PA,2021,157,11/7/2017,9/22/2014,1307,2449,1
6/6/2021,Delaware,PA,2021,157,11/7/2017,9/22/2014,1307,2449,1
6/6/2021,Philadelphia,PA,2021,157,11/7/2017,9/22/2014,1307,2449,1
6/7/2021,Monroe,PA,2021,158,11/7/2017,9/22/2014,1308,2450,1
6/7/2021,Philadelphia,PA,2021,158,11/7/2017,9/22/2014,1308,2450,1
6/7/2021,Bucks,PA,2021,158,11/7/2017,9/22/2014,1308,2450,2
6/8/2021,Dauphin,PA,2021,159,11/7/2017,9/22/2014,1309,2451,1
6/8/2021,Montgomery,PA,2021,159,11/7/2017,9/22/2014,1309,2451,1
6/8/2021,Bucks,PA,2021,159,11/7/2017,9/22/2014,1309,2451,5
6/9/2021,Bucks,PA,2021,160,11/7/2017,9/22/2014,1310,2452,1
6/9/2021,Chester,PA,2021,160,11/7/2017,9/22/2014,1310,2452,1
6/9/2021,Delaware,PA,2021,160,11/7/2017,9/22/2014,1310,2452,1
6/9/2021,Montgomery,PA,2021,160,11/7/2017,9/22/2014,1310,2452,1
6/9/2021,Philadelphia,PA,2021,160,11/7/2017,9/22/2014,1310,2452,1
6/9/2021,Cumberland,PA,2021,160,11/7/2017,9/22/2014,1310,2452,3
6/10/2021,Chester,PA,2021,161,11/7/2017,9/22/2014,1311,2453,1
6/10/2021,Montgomery,PA,2021,161,11/7/2017,9/22/2014,1311,2453,1
6/10/2021,Bucks,PA,2021,161,11/7/2017,9/22/2014,1311,2453,2
6/10/2021,Delaware,PA,2021,161,11/7/2017,9/22/2014,1311,2453,4
6/10/2021,Philadelphia,PA,2021,161,11/7/2017,9/22/2014,1311,2453,4
6/11/2021,Philadelphia,PA,2021,162,11/7/2017,9/22/2014,1312,2454,1
6/11/2021,York,PA,2021,162,11/7/2017,9/22/2014,1312,2454,1
6/11/2021,Bucks,PA,2021,162,11/7/2017,9/22/2014,1312,2454,2
6/12/2021,Berks,PA,2021,163,11/7/2017,9/22/2014,1313,2455,1
6/12/2021,Dauphin,PA,2021,163,11/7/2017,9/22/2014,1313,2455,1
6/12/2021,Delaware,PA,2021,163,11/7/2017,9/22/2014,1313,2455,1
6/12/2021,Lancaster,PA,2021,163,11/7/2017,9/22/2014,1313,2455,1
6/12/2021,Montgomery,PA,2021,163,11/7/2017,9/22/2014,1313,2455,1
6/12/2021,Bucks,PA,2021,163,11/7/2017,9/22/2014,1313,2455,3
6/12/2021,Philadelphia,PA,2021,163,11/7/2017,9/22/2014,1313,2455,3
6/13/2021,Berks,PA,2021,164,11/7/2017,9/22/2014,1314,2456,1
6/13/2021,Bucks,PA,2021,164,11/7/2017,9/22/2014,1314,2456,1
6/13/2021,Lebanon,PA,2021,164,11/7/2017,9/22/2014,1314,2456,1
6/13/2021,Montgomery,PA,2021,164,11/7/2017,9/22/2014,1314,2456,2
6/13/2021,Philadelphia,PA,2021,164,11/7/2017,9/22/2014,1314,2456,2
6/14/2021,Chester,PA,2021,165,11/7/2017,9/22/2014,1315,2457,1
6/14/2021,Montgomery,PA,2021,165,11/7/2017,9/22/2014,1315,2457,2
6/14/2021,Philadelphia,PA,2021,165,11/7/2017,9/22/2014,1315,2457,3
6/15/2021,Bucks,PA,2021,166,11/7/2017,9/22/2014,1316,2458,1
6/15/2021,Lancaster,PA,2021,166,11/7/2017,9/22/2014,1316,2458,1
6/15/2021,Montgomery,PA,2021,166,11/7/2017,9/22/2014,1316,2458,3
6/16/2021,Montgomery,PA,2021,167,11/7/2017,9/22/2014,1317,2459,1
6/16/2021,Westmoreland,PA,2021,167,11/7/2017,9/22/2014,1317,2459,1
6/16/2021,Bucks,PA,2021,167,11/7/2017,9/22/2014,1317,2459,2
6/16/2021,Cambria,PA,2021,167,11/7/2017,9/22/2014,1317,2459,2
6/16/2021,Philadelphia,PA,2021,167,11/7/2017,9/22/2014,1317,2459,2
6/17/2021,Dauphin,PA,2021,168,11/7/2017,9/22/2014,1318,2460,1
6/18/2021,Carbon,PA,2021,169,11/7/2017,9/22/2014,1319,2461,1
6/18/2021,Dauphin,PA,2021,169,11/7/2017,9/22/2014,1319,2461,1
6/18/2021,Lancaster,PA,2021,169,11/7/2017,9/22/2014,1319,2461,1
6/18/2021,Montgomery,PA,2021,169,11/7/2017,9/22/2014,1319,2461,2
6/18/2021,York,PA,2021,169,11/7/2017,9/22/2014,1319,2461,2
6/19/2021,Chester,PA,2021,170,11/7/2017,9/22/2014,1320,2462,1
6/19/2021,Dauphin,PA,2021,170,11/7/2017,9/22/2014,1320,2462,1
6/19/2021,Delaware,PA,2021,170,11/7/2017,9/22/2014,1320,2462,1
6/19/2021,Philadelphia,PA,2021,170,11/7/2017,9/22/2014,1320,2462,4
6/19/2021,Bucks,PA,2021,170,11/7/2017,9/22/2014,1320,2462,5
6/20/2021,Lancaster,PA,2021,171,11/7/2017,9/22/2014,1321,2463,1
6/20/2021,Montgomery,PA,2021,171,11/7/2017,9/22/2014,1321,2463,1
6/20/2021,Philadelphia,PA,2021,171,11/7/2017,9/22/2014,1321,2463,1
6/20/2021,York,PA,2021,171,11/7/2017,9/22/2014,1321,2463,1
6/20/2021,Bucks,PA,2021,171,11/7/2017,9/22/2014,1321,2463,2
6/20/2021,Dauphin,PA,2021,171,11/7/2017,9/22/2014,1321,2463,3
6/21/2021,Chester,PA,2021,172,11/7/2017,9/22/2014,1322,2464,1
6/21/2021,Lehigh,PA,2021,172,11/7/2017,9/22/2014,1322,2464,1
6/21/2021,Montgomery,PA,2021,172,11/7/2017,9/22/2014,1322,2464,1
6/21/2021,Schuylkill,PA,2021,172,11/7/2017,9/22/2014,1322,2464,1
6/21/2021,York,PA,2021,172,11/7/2017,9/22/2014,1322,2464,1
6/21/2021,Delaware,PA,2021,172,11/7/2017,9/22/2014,1322,2464,2
6/21/2021,Philadelphia,PA,2021,172,11/7/2017,9/22/2014,1322,2464,2
6/22/2021,Berks,PA,2021,173,11/7/2017,9/22/2014,1323,2465,1
6/22/2021,Chester,PA,2021,173,11/7/2017,9/22/2014,1323,2465,1
6/22/2021,Philadelphia,PA,2021,173,11/7/2017,9/22/2014,1323,2465,1
6/22/2021,Lancaster,PA,2021,173,11/7/2017,9/22/2014,1323,2465,2
6/23/2021,Berks,PA,2021,174,11/7/2017,9/22/2014,1324,2466,1
6/23/2021,Dauphin,PA,2021,174,11/7/2017,9/22/2014,1324,2466,2
6/23/2021,Delaware,PA,2021,174,11/7/2017,9/22/2014,1324,2466,2
6/23/2021,Montgomery,PA,2021,174,11/7/2017,9/22/2014,1324,2466,2
6/23/2021,Philadelphia,PA,2021,174,11/7/2017,9/22/2014,1324,2466,5
6/24/2021,Chester,PA,2021,175,11/7/2017,9/22/2014,1325,2467,1
6/24/2021,Dauphin,PA,2021,175,11/7/2017,9/22/2014,1325,2467,1
6/24/2021,Montgomery,PA,2021,175,11/7/2017,9/22/2014,1325,2467,1
6/24/2021,Northampton,PA,2021,175,11/7/2017,9/22/2014,1325,2467,1
6/24/2021,Bucks,PA,2021,175,11/7/2017,9/22/2014,1325,2467,2
6/24/2021,Philadelphia,PA,2021,175,11/7/2017,9/22/2014,1325,2467,2
6/25/2021,Allegheny,PA,2021,176,11/7/2017,9/22/2014,1326,2468,1
6/25/2021,Dauphin,PA,2021,176,11/7/2017,9/22/2014,1326,2468,1
6/25/2021,Montgomery,PA,2021,176,11/7/2017,9/22/2014,1326,2468,1
6/25/2021,Philadelphia,PA,2021,176,11/7/2017,9/22/2014,1326,2468,2
6/26/2021,Berks,PA,2021,177,11/7/2017,9/22/2014,1327,2469,1
6/26/2021,Bucks,PA,2021,177,11/7/2017,9/22/2014,1327,2469,1
6/26/2021,Montgomery,PA,2021,177,11/7/2017,9/22/2014,1327,2469,1
6/26/2021,Northumberland,PA,2021,177,11/7/2017,9/22/2014,1327,2469,1
6/26/2021,York,PA,2021,177,11/7/2017,9/22/2014,1327,2469,1
6/26/2021,Lancaster,PA,2021,177,11/7/2017,9/22/2014,1327,2469,2
6/26/2021,Philadelphia,PA,2021,177,11/7/2017,9/22/2014,1327,2469,6
6/27/2021,Carbon,PA,2021,178,11/7/2017,9/22/2014,1328,2470,1
6/27/2021,Philadelphia,PA,2021,178,11/7/2017,9/22/2014,1328,2470,1
6/27/2021,Montgomery,PA,2021,178,11/7/2017,9/22/2014,1328,2470,4
6/28/2021,Philadelphia,PA,2021,179,11/7/2017,9/22/2014,1329,2471,1
6/28/2021,Bucks,PA,2021,179,11/7/2017,9/22/2014,1329,2471,2
6/29/2021,Dauphin,PA,2021,180,11/7/2017,9/22/2014,1330,2472,1
6/29/2021,Schuylkill,PA,2021,180,11/7/2017,9/22/2014,1330,2472,1
6/29/2021,Montgomery,PA,2021,180,11/7/2017,9/22/2014,1330,2472,2
6/29/2021,Philadelphia,PA,2021,180,11/7/2017,9/22/2014,1330,2472,3
6/30/2021,York,PA,2021,181,11/7/2017,9/22/2014,1331,2473,1
6/30/2021,Bucks,PA,2021,181,11/7/2017,9/22/2014,1331,2473,3
7/1/2021,Bucks,PA,2021,182,11/7/2017,9/22/2014,1332,2474,1
7/1/2021,Cumberland,PA,2021,182,11/7/2017,9/22/2014,1332,2474,1
7/1/2021,Lancaster,PA,2021,182,11/7/2017,9/22/2014,1332,2474,1
7/1/2021,Monroe,PA,2021,182,11/7/2017,9/22/2014,1332,2474,1
7/1/2021,Lebanon,PA,2021,182,11/7/2017,9/22/2014,1332,2474,2
7/1/2021,Montgomery,PA,2021,182,11/7/2017,9/22/2014,1332,2474,2
7/1/2021,Philadelphia,PA,2021,182,11/7/2017,9/22/2014,1332,2474,3
7/2/2021,Bucks,PA,2021,183,11/7/2017,9/22/2014,1333,2475,1
7/2/2021,Cumberland,PA,2021,183,11/7/2017,9/22/2014,1333,2475,1
7/2/2021,Dauphin,PA,2021,183,11/7/2017,9/22/2014,1333,2475,1
7/2/2021,Monroe,PA,2021,183,11/7/2017,9/22/2014,1333,2475,1
7/2/2021,Philadelphia,PA,2021,183,11/7/2017,9/22/2014,1333,2475,1
7/2/2021,York,PA,2021,183,11/7/2017,9/22/2014,1333,2475,1
7/3/2021,Berks,PA,2021,184,11/7/2017,9/22/2014,1334,2476,1
7/3/2021,Schuylkill,PA,2021,184,11/7/2017,9/22/2014,1334,2476,1
7/3/2021,Chester,PA,2021,184,11/7/2017,9/22/2014,1334,2476,2
7/3/2021,Delaware,PA,2021,184,11/7/2017,9/22/2014,1334,2476,2
7/3/2021,Lancaster,PA,2021,184,11/7/2017,9/22/2014,1334,2476,2
7/3/2021,York,PA,2021,184,11/7/2017,9/22/2014,1334,2476,2
7/3/2021,Bucks,PA,2021,184,11/7/2017,9/22/2014,1334,2476,3
7/4/2021,Bucks,PA,2021,185,11/7/2017,9/22/2014,1335,2477,1
7/4/2021,Monroe,PA,2021,185,11/7/2017,9/22/2014,1335,2477,1
7/4/2021,Montgomery,PA,2021,185,11/7/2017,9/22/2014,1335,2477,1
7/4/2021,Northampton,PA,2021,185,11/7/2017,9/22/2014,1335,2477,1
7/4/2021,York,PA,2021,185,11/7/2017,9/22/2014,1335,2477,1
7/4/2021,Dauphin,PA,2021,185,11/7/2017,9/22/2014,1335,2477,2
7/4/2021,Philadelphia,PA,2021,185,11/7/2017,9/22/2014,1335,2477,3
7/5/2021,Bucks,PA,2021,186,11/7/2017,9/22/2014,1336,2478,1
7/5/2021,Delaware,PA,2021,186,11/7/2017,9/22/2014,1336,2478,1
7/5/2021,Lancaster,PA,2021,186,11/7/2017,9/22/2014,1336,2478,1
7/5/2021,Montgomery,PA,2021,186,11/7/2017,9/22/2014,1336,2478,1
7/5/2021,York,PA,2021,186,11/7/2017,9/22/2014,1336,2478,1
7/5/2021,Dauphin,PA,2021,186,11/7/2017,9/22/2014,1336,2478,2
7/5/2021,Philadelphia,PA,2021,186,11/7/2017,9/22/2014,1336,2478,2
7/6/2021,Bucks,PA,2021,187,11/7/2017,9/22/2014,1337,2479,1
7/6/2021,Dauphin,PA,2021,187,11/7/2017,9/22/2014,1337,2479,1
7/6/2021,Montgomery,PA,2021,187,11/7/2017,9/22/2014,1337,2479,1
7/6/2021,York,PA,2021,187,11/7/2017,9/22/2014,1337,2479,1
7/6/2021,Lancaster,PA,2021,187,11/7/2017,9/22/2014,1337,2479,2
7/6/2021,Philadelphia,PA,2021,187,11/7/2017,9/22/2014,1337,2479,2
7/7/2021,Bucks,PA,2021,188,11/7/2017,9/22/2014,1338,2480,1
7/7/2021,Lancaster,PA,2021,188,11/7/2017,9/22/2014,1338,2480,1
7/7/2021,Pike,PA,2021,188,11/7/2017,9/22/2014,1338,2480,1
7/7/2021,Chester,PA,2021,188,11/7/2017,9/22/2014,1338,2480,2
7/7/2021,Dauphin,PA,2021,188,11/7/2017,9/22/2014,1338,2480,2
7/7/2021,Philadelphia,PA,2021,188,11/7/2017,9/22/2014,1338,2480,5
7/8/2021,Chester,PA,2021,189,11/7/2017,9/22/2014,1339,2481,1
7/8/2021,Dauphin,PA,2021,189,11/7/2017,9/22/2014,1339,2481,1
7/8/2021,Schuylkill,PA,2021,189,11/7/2017,9/22/2014,1339,2481,1
7/8/2021,Lancaster,PA,2021,189,11/7/2017,9/22/2014,1339,2481,4
7/8/2021,Philadelphia,PA,2021,189,11/7/2017,9/22/2014,1339,2481,7
7/9/2021,Allegheny,PA,2021,190,11/7/2017,9/22/2014,1340,2482,1
7/9/2021,Berks,PA,2021,190,11/7/2017,9/22/2014,1340,2482,1
7/9/2021,Cumberland,PA,2021,190,11/7/2017,9/22/2014,1340,2482,1
7/9/2021,York,PA,2021,190,11/7/2017,9/22/2014,1340,2482,1
7/9/2021,Bucks,PA,2021,190,11/7/2017,9/22/2014,1340,2482,2
7/9/2021,Lancaster,PA,2021,190,11/7/2017,9/22/2014,1340,2482,2
7/9/2021,Northampton,PA,2021,190,11/7/2017,9/22/2014,1340,2482,2
7/9/2021,Philadelphia,PA,2021,190,11/7/2017,9/22/2014,1340,2482,2
7/10/2021,Allegheny,PA,2021,191,11/7/2017,9/22/2014,1341,2483,1
7/10/2021,Chester,PA,2021,191,11/7/2017,9/22/2014,1341,2483,1
7/10/2021,Cumberland,PA,2021,191,11/7/2017,9/22/2014,1341,2483,1
7/10/2021,Luzerne,PA,2021,191,11/7/2017,9/22/2014,1341,2483,1
7/10/2021,Montgomery,PA,2021,191,11/7/2017,9/22/2014,1341,2483,1
7/10/2021,Northampton,PA,2021,191,11/7/2017,9/22/2014,1341,2483,1
7/10/2021,Schuylkill,PA,2021,191,11/7/2017,9/22/2014,1341,2483,1
7/10/2021,Lebanon,PA,2021,191,11/7/2017,9/22/2014,1341,2483,2
7/10/2021,Bucks,PA,2021,191,11/7/2017,9/22/2014,1341,2483,4
7/10/2021,Philadelphia,PA,2021,191,11/7/2017,9/22/2014,1341,2483,6
7/10/2021,Dauphin,PA,2021,191,11/7/2017,9/22/2014,1341,2483,7
7/10/2021,Lancaster,PA,2021,191,11/7/2017,9/22/2014,1341,2483,7
7/11/2021,Berks,PA,2021,192,11/7/2017,9/22/2014,1342,2484,1
7/11/2021,Chester,PA,2021,192,11/7/2017,9/22/2014,1342,2484,1
7/11/2021,Dauphin,PA,2021,192,11/7/2017,9/22/2014,1342,2484,1
7/11/2021,Lancaster,PA,2021,192,11/7/2017,9/22/2014,1342,2484,1
7/11/2021,Northampton,PA,2021,192,11/7/2017,9/22/2014,1342,2484,1
7/11/2021,Delaware,PA,2021,192,11/7/2017,9/22/2014,1342,2484,2
7/11/2021,York,PA,2021,192,11/7/2017,9/22/2014,1342,2484,2
7/11/2021,Philadelphia,PA,2021,192,11/7/2017,9/22/2014,1342,2484,6
7/12/2021,Carbon,PA,2021,193,11/7/2017,9/22/2014,1343,2485,1
7/12/2021,Chester,PA,2021,193,11/7/2017,9/22/2014,1343,2485,1
7/12/2021,Dauphin,PA,2021,193,11/7/2017,9/22/2014,1343,2485,1
7/12/2021,Berks,PA,2021,193,11/7/2017,9/22/2014,1343,2485,2
7/12/2021,Montgomery,PA,2021,193,11/7/2017,9/22/2014,1343,2485,2
7/13/2021,Allegheny,PA,2021,194,11/7/2017,9/22/2014,1344,2486,1
7/13/2021,Chester,PA,2021,194,11/7/2017,9/22/2014,1344,2486,1
7/13/2021,York,PA,2021,194,11/7/2017,9/22/2014,1344,2486,1
7/13/2021,Philadelphia,PA,2021,194,11/7/2017,9/22/2014,1344,2486,4
7/14/2021,Bucks,PA,2021,195,11/7/2017,9/22/2014,1345,2487,1
7/14/2021,Northampton,PA,2021,195,11/7/2017,9/22/2014,1345,2487,1
7/14/2021,Schuylkill,PA,2021,195,11/7/2017,9/22/2014,1345,2487,1
7/14/2021,Chester,PA,2021,195,11/7/2017,9/22/2014,1345,2487,2
7/14/2021,Philadelphia,PA,2021,195,11/7/2017,9/22/2014,1345,2487,4
7/15/2021,Bucks,PA,2021,196,11/7/2017,9/22/2014,1346,2488,1
7/15/2021,Dauphin,PA,2021,196,11/7/2017,9/22/2014,1346,2488,1
7/15/2021,Delaware,PA,2021,196,11/7/2017,9/22/2014,1346,2488,1
7/15/2021,Lancaster,PA,2021,196,11/7/2017,9/22/2014,1346,2488,1
7/15/2021,Monroe,PA,2021,196,11/7/2017,9/22/2014,1346,2488,1
7/15/2021,Schuylkill,PA,2021,196,11/7/2017,9/22/2014,1346,2488,1
7/15/2021,Montgomery,PA,2021,196,11/7/2017,9/22/2014,1346,2488,2
7/15/2021,Philadelphia,PA,2021,196,11/7/2017,9/22/2014,1346,2488,4
7/16/2021,Chester,PA,2021,197,11/7/2017,9/22/2014,1347,2489,1
7/16/2021,Lehigh,PA,2021,197,11/7/2017,9/22/2014,1347,2489,1
7/16/2021,York,PA,2021,197,11/7/2017,9/22/2014,1347,2489,1
7/16/2021,Lancaster,PA,2021,197,11/7/2017,9/22/2014,1347,2489,2
7/16/2021,Philadelphia,PA,2021,197,11/7/2017,9/22/2014,1347,2489,2
7/16/2021,Dauphin,PA,2021,197,11/7/2017,9/22/2014,1347,2489,3
7/17/2021,Bucks,PA,2021,198,11/7/2017,9/22/2014,1348,2490,1
7/17/2021,Chester,PA,2021,198,11/7/2017,9/22/2014,1348,2490,1
7/17/2021,Lancaster,PA,2021,198,11/7/2017,9/22/2014,1348,2490,1
7/17/2021,Lehigh,PA,2021,198,11/7/2017,9/22/2014,1348,2490,1
7/17/2021,Montgomery,PA,2021,198,11/7/2017,9/22/2014,1348,2490,1
7/17/2021,Philadelphia,PA,2021,198,11/7/2017,9/22/2014,1348,2490,3
7/18/2021,Cumberland,PA,2021,199,11/7/2017,9/22/2014,1349,2491,1
7/18/2021,Lebanon,PA,2021,199,11/7/2017,9/22/2014,1349,2491,1
7/18/2021,York,PA,2021,199,11/7/2017,9/22/2014,1349,2491,1
7/18/2021,Berks,PA,2021,199,11/7/2017,9/22/2014,1349,2491,2
7/18/2021,Dauphin,PA,2021,199,11/7/2017,9/22/2014,1349,2491,3
7/18/2021,Delaware,PA,2021,199,11/7/2017,9/22/2014,1349,2491,3
7/18/2021,Lancaster,PA,2021,199,11/7/2017,9/22/2014,1349,2491,3
7/18/2021,Philadelphia,PA,2021,199,11/7/2017,9/22/2014,1349,2491,4
7/19/2021,Chester,PA,2021,200,11/7/2017,9/22/2014,1350,2492,1
7/19/2021,Delaware,PA,2021,200,11/7/2017,9/22/2014,1350,2492,1
7/19/2021,Lancaster,PA,2021,200,11/7/2017,9/22/2014,1350,2492,2
7/19/2021,Montgomery,PA,2021,200,11/7/2017,9/22/2014,1350,2492,2
7/19/2021,Philadelphia,PA,2021,200,11/7/2017,9/22/2014,1350,2492,2
7/19/2021,York,PA,2021,200,11/7/2017,9/22/2014,1350,2492,2
7/19/2021,Berks,PA,2021,200,11/7/2017,9/22/2014,1350,2492,3
7/19/2021,Bucks,PA,2021,200,11/7/2017,9/22/2014,1350,2492,3
7/19/2021,Dauphin,PA,2021,200,11/7/2017,9/22/2014,1350,2492,4
7/20/2021,Allegheny,PA,2021,201,11/7/2017,9/22/2014,1351,2493,1
7/20/2021,Delaware,PA,2021,201,11/7/2017,9/22/2014,1351,2493,1
7/20/2021,Lehigh,PA,2021,201,11/7/2017,9/22/2014,1351,2493,1
7/20/2021,Philadelphia,PA,2021,201,11/7/2017,9/22/2014,1351,2493,1
7/20/2021,Schuylkill,PA,2021,201,11/7/2017,9/22/2014,1351,2493,1
7/20/2021,Bucks,PA,2021,201,11/7/2017,9/22/2014,1351,2493,2
7/20/2021,Montgomery,PA,2021,201,11/7/2017,9/22/2014,1351,2493,3
7/20/2021,Dauphin,PA,2021,201,11/7/2017,9/22/2014,1351,2493,6
7/21/2021,Berks,PA,2021,202,11/7/2017,9/22/2014,1352,2494,1
7/21/2021,Bucks,PA,2021,202,11/7/2017,9/22/2014,1352,2494,1
7/21/2021,Lebanon,PA,2021,202,11/7/2017,9/22/2014,1352,2494,1
7/21/2021,York,PA,2021,202,11/7/2017,9/22/2014,1352,2494,1
7/21/2021,Montgomery,PA,2021,202,11/7/2017,9/22/2014,1352,2494,2
7/21/2021,Philadelphia,PA,2021,202,11/7/2017,9/22/2014,1352,2494,3
7/22/2021,Bucks,PA,2021,203,11/7/2017,9/22/2014,1353,2495,1
7/22/2021,Delaware,PA,2021,203,11/7/2017,9/22/2014,1353,2495,1
7/22/2021,Franklin,PA,2021,203,11/7/2017,9/22/2014,1353,2495,1
7/22/2021,Lancaster,PA,2021,203,11/7/2017,9/22/2014,1353,2495,1
7/22/2021,Monroe,PA,2021,203,11/7/2017,9/22/2014,1353,2495,1
7/22/2021,York,PA,2021,203,11/7/2017,9/22/2014,1353,2495,1
7/22/2021,Berks,PA,2021,203,11/7/2017,9/22/2014,1353,2495,2
7/22/2021,Chester,PA,2021,203,11/7/2017,9/22/2014,1353,2495,2
7/22/2021,Montgomery,PA,2021,203,11/7/2017,9/22/2014,1353,2495,2
7/22/2021,Philadelphia,PA,2021,203,11/7/2017,9/22/2014,1353,2495,2
7/22/2021,Dauphin,PA,2021,203,11/7/2017,9/22/2014,1353,2495,3
7/23/2021,Cumberland,PA,2021,204,11/7/2017,9/22/2014,1354,2496,1
7/23/2021,Lehigh,PA,2021,204,11/7/2017,9/22/2014,1354,2496,2
7/23/2021,Montgomery,PA,2021,204,11/7/2017,9/22/2014,1354,2496,2
7/23/2021,Dauphin,PA,2021,204,11/7/2017,9/22/2014,1354,2496,3
7/23/2021,Philadelphia,PA,2021,204,11/7/2017,9/22/2014,1354,2496,5
7/24/2021,Allegheny,PA,2021,205,11/7/2017,9/22/2014,1355,2497,1
7/24/2021,Berks,PA,2021,205,11/7/2017,9/22/2014,1355,2497,1
7/24/2021,Lehigh,PA,2021,205,11/7/2017,9/22/2014,1355,2497,1
7/24/2021,Luzerne,PA,2021,205,11/7/2017,9/22/2014,1355,2497,1
7/24/2021,Montgomery,PA,2021,205,11/7/2017,9/22/2014,1355,2497,1
7/24/2021,Schuylkill,PA,2021,205,11/7/2017,9/22/2014,1355,2497,1
7/24/2021,Dauphin,PA,2021,205,11/7/2017,9/22/2014,1355,2497,2
7/24/2021,Delaware,PA,2021,205,11/7/2017,9/22/2014,1355,2497,2
7/24/2021,Lancaster,PA,2021,205,11/7/2017,9/22/2014,1355,2497,2
7/24/2021,Monroe,PA,2021,205,11/7/2017,9/22/2014,1355,2497,2
7/24/2021,Philadelphia,PA,2021,205,11/7/2017,9/22/2014,1355,2497,9
7/25/2021,Lancaster,PA,2021,206,11/7/2017,9/22/2014,1356,2498,1
7/25/2021,Philadelphia,PA,2021,206,11/7/2017,9/22/2014,1356,2498,2
7/25/2021,Bucks,PA,2021,206,11/7/2017,9/22/2014,1356,2498,3
7/25/2021,Montgomery,PA,2021,206,11/7/2017,9/22/2014,1356,2498,5
7/26/2021,Allegheny,PA,2021,207,11/7/2017,9/22/2014,1357,2499,1
7/26/2021,Berks,PA,2021,207,11/7/2017,9/22/2014,1357,2499,1
7/26/2021,Dauphin,PA,2021,207,11/7/2017,9/22/2014,1357,2499,1
7/26/2021,York,PA,2021,207,11/7/2017,9/22/2014,1357,2499,1
7/26/2021,Bucks,PA,2021,207,11/7/2017,9/22/2014,1357,2499,2
7/26/2021,Philadelphia,PA,2021,207,11/7/2017,9/22/2014,1357,2499,6
7/27/2021,Allegheny,PA,2021,208,11/7/2017,9/22/2014,1358,2500,1
7/27/2021,Berks,PA,2021,208,11/7/2017,9/22/2014,1358,2500,1
7/27/2021,Carbon,PA,2021,208,11/7/2017,9/22/2014,1358,2500,1
7/27/2021,Delaware,PA,2021,208,11/7/2017,9/22/2014,1358,2500,1
7/27/2021,Lebanon,PA,2021,208,11/7/2017,9/22/2014,1358,2500,1
7/27/2021,Montgomery,PA,2021,208,11/7/2017,9/22/2014,1358,2500,1
7/27/2021,Dauphin,PA,2021,208,11/7/2017,9/22/2014,1358,2500,2
7/27/2021,Lancaster,PA,2021,208,11/7/2017,9/22/2014,1358,2500,2
7/27/2021,Philadelphia,PA,2021,208,11/7/2017,9/22/2014,1358,2500,3
7/28/2021,Allegheny,PA,2021,209,11/7/2017,9/22/2014,1359,2501,1
7/28/2021,Berks,PA,2021,209,11/7/2017,9/22/2014,1359,2501,1
7/28/2021,Cambria,PA,2021,209,11/7/2017,9/22/2014,1359,2501,1
7/28/2021,Dauphin,PA,2021,209,11/7/2017,9/22/2014,1359,2501,1
7/28/2021,Bucks,PA,2021,209,11/7/2017,9/22/2014,1359,2501,2
