"","ObservedDate","County","State","Year","DOY","FirstiNatReport","FirstInvasion","iNatSince","SinceOfficialInvasion","Count2"
"4217","9/1/2019","Berks","PA",2019,244,"11/7/2017","9/22/2014",663,1805,1
"4218","9/1/2019","Delaware","PA",2019,244,"11/7/2017","9/22/2014",663,1805,1
"4219","9/1/2019","Lancaster","PA",2019,244,"11/7/2017","9/22/2014",663,1805,2
"4220","9/1/2019","Lehigh","PA",2019,244,"11/7/2017","9/22/2014",663,1805,2
"4221","9/1/2019","Montgomery","PA",2019,244,"11/7/2017","9/22/2014",663,1805,2
"4222","9/1/2019","Northampton","PA",2019,244,"11/7/2017","9/22/2014",663,1805,1
"4223","9/2/2019","Lehigh","PA",2019,245,"11/7/2017","9/22/2014",664,1806,1
"4224","9/2/2019","Montgomery","PA",2019,245,"11/7/2017","9/22/2014",664,1806,1
"4225","9/2/2019","Northampton","PA",2019,245,"11/7/2017","9/22/2014",664,1806,1
"4226","9/3/2019","Berks","PA",2019,246,"11/7/2017","9/22/2014",665,1807,1
"4227","9/3/2019","Delaware","PA",2019,246,"11/7/2017","9/22/2014",665,1807,1
"4228","9/3/2019","Montgomery","PA",2019,246,"11/7/2017","9/22/2014",665,1807,3
"4229","9/3/2019","Northampton","PA",2019,246,"11/7/2017","9/22/2014",665,1807,2
"4230","9/3/2019","Philadelphia","PA",2019,246,"11/7/2017","9/22/2014",665,1807,4
"4231","9/4/2019","Chester","PA",2019,247,"11/7/2017","9/22/2014",666,1808,2
"4232","9/4/2019","Montgomery","PA",2019,247,"11/7/2017","9/22/2014",666,1808,2
"4233","9/4/2019","Northampton","PA",2019,247,"11/7/2017","9/22/2014",666,1808,1
"4234","9/4/2019","Philadelphia","PA",2019,247,"11/7/2017","9/22/2014",666,1808,1
"4235","9/5/2019","Chester","PA",2019,248,"11/7/2017","9/22/2014",667,1809,2
"4236","9/5/2019","Lancaster","PA",2019,248,"11/7/2017","9/22/2014",667,1809,1
"4237","9/5/2019","Lehigh","PA",2019,248,"11/7/2017","9/22/2014",667,1809,1
"4238","9/5/2019","Montgomery","PA",2019,248,"11/7/2017","9/22/2014",667,1809,1
"4239","9/5/2019","Northampton","PA",2019,248,"11/7/2017","9/22/2014",667,1809,1
"4240","9/5/2019","Philadelphia","PA",2019,248,"11/7/2017","9/22/2014",667,1809,4
"4241","9/6/2019","Dauphin","PA",2019,249,"11/7/2017","9/22/2014",668,1810,1
"4242","9/6/2019","Delaware","PA",2019,249,"11/7/2017","9/22/2014",668,1810,2
"4243","9/6/2019","Lancaster","PA",2019,249,"11/7/2017","9/22/2014",668,1810,1
"4244","9/6/2019","Montgomery","PA",2019,249,"11/7/2017","9/22/2014",668,1810,1
"4245","9/6/2019","Northampton","PA",2019,249,"11/7/2017","9/22/2014",668,1810,2
"4246","9/6/2019","Philadelphia","PA",2019,249,"11/7/2017","9/22/2014",668,1810,1
"4247","9/7/2019","Berks","PA",2019,250,"11/7/2017","9/22/2014",669,1811,1
"4248","9/7/2019","Lancaster","PA",2019,250,"11/7/2017","9/22/2014",669,1811,1
"4249","9/7/2019","Lebanon","PA",2019,250,"11/7/2017","9/22/2014",669,1811,1
"4250","9/7/2019","Monroe","PA",2019,250,"11/7/2017","9/22/2014",669,1811,1
"4251","9/7/2019","Montgomery","PA",2019,250,"11/7/2017","9/22/2014",669,1811,5
"4252","9/7/2019","Northampton","PA",2019,250,"11/7/2017","9/22/2014",669,1811,1
"4253","9/7/2019","Philadelphia","PA",2019,250,"11/7/2017","9/22/2014",669,1811,3
"4254","9/8/2019","Berks","PA",2019,251,"11/7/2017","9/22/2014",670,1812,2
"4255","9/8/2019","Bucks","PA",2019,251,"11/7/2017","9/22/2014",670,1812,3
"4256","9/8/2019","Chester","PA",2019,251,"11/7/2017","9/22/2014",670,1812,3
"4257","9/8/2019","Dauphin","PA",2019,251,"11/7/2017","9/22/2014",670,1812,1
"4258","9/8/2019","Delaware","PA",2019,251,"11/7/2017","9/22/2014",670,1812,2
"4259","9/8/2019","Montgomery","PA",2019,251,"11/7/2017","9/22/2014",670,1812,4
"4260","9/8/2019","Northampton","PA",2019,251,"11/7/2017","9/22/2014",670,1812,1
"4261","9/8/2019","Philadelphia","PA",2019,251,"11/7/2017","9/22/2014",670,1812,3
"4262","9/9/2019","Bucks","PA",2019,252,"11/7/2017","9/22/2014",671,1813,1
"4263","9/9/2019","Chester","PA",2019,252,"11/7/2017","9/22/2014",671,1813,2
"4264","9/9/2019","Delaware","PA",2019,252,"11/7/2017","9/22/2014",671,1813,1
"4265","9/9/2019","Montgomery","PA",2019,252,"11/7/2017","9/22/2014",671,1813,5
"4266","9/9/2019","Northampton","PA",2019,252,"11/7/2017","9/22/2014",671,1813,2
"4267","9/9/2019","Philadelphia","PA",2019,252,"11/7/2017","9/22/2014",671,1813,12
"4268","9/10/2019","Delaware","PA",2019,253,"11/7/2017","9/22/2014",672,1814,1
"4269","9/10/2019","Lancaster","PA",2019,253,"11/7/2017","9/22/2014",672,1814,1
"4270","9/10/2019","Montgomery","PA",2019,253,"11/7/2017","9/22/2014",672,1814,7
"4271","9/10/2019","Northampton","PA",2019,253,"11/7/2017","9/22/2014",672,1814,2
"4272","9/10/2019","Philadelphia","PA",2019,253,"11/7/2017","9/22/2014",672,1814,3
"4273","9/11/2019","Bucks","PA",2019,254,"11/7/2017","9/22/2014",673,1815,1
"4274","9/11/2019","Chester","PA",2019,254,"11/7/2017","9/22/2014",673,1815,1
"4275","9/11/2019","Delaware","PA",2019,254,"11/7/2017","9/22/2014",673,1815,1
"4276","9/11/2019","Lancaster","PA",2019,254,"11/7/2017","9/22/2014",673,1815,1
"4277","9/11/2019","Montgomery","PA",2019,254,"11/7/2017","9/22/2014",673,1815,2
"4278","9/11/2019","Northampton","PA",2019,254,"11/7/2017","9/22/2014",673,1815,2
"4279","9/12/2019","Bucks","PA",2019,255,"11/7/2017","9/22/2014",674,1816,1
"4280","9/12/2019","Delaware","PA",2019,255,"11/7/2017","9/22/2014",674,1816,1
"4281","9/12/2019","Northampton","PA",2019,255,"11/7/2017","9/22/2014",674,1816,1
"4282","9/12/2019","Philadelphia","PA",2019,255,"11/7/2017","9/22/2014",674,1816,4
"4283","9/13/2019","Bucks","PA",2019,256,"11/7/2017","9/22/2014",675,1817,1
"4284","9/13/2019","Delaware","PA",2019,256,"11/7/2017","9/22/2014",675,1817,2
"4285","9/13/2019","Lancaster","PA",2019,256,"11/7/2017","9/22/2014",675,1817,1
"4286","9/13/2019","Lehigh","PA",2019,256,"11/7/2017","9/22/2014",675,1817,1
"4287","9/13/2019","Montgomery","PA",2019,256,"11/7/2017","9/22/2014",675,1817,2
"4288","9/13/2019","Philadelphia","PA",2019,256,"11/7/2017","9/22/2014",675,1817,3
"4289","9/14/2019","Chester","PA",2019,257,"11/7/2017","9/22/2014",676,1818,4
"4290","9/14/2019","Delaware","PA",2019,257,"11/7/2017","9/22/2014",676,1818,1
"4291","9/14/2019","Lancaster","PA",2019,257,"11/7/2017","9/22/2014",676,1818,1
"4292","9/14/2019","Montgomery","PA",2019,257,"11/7/2017","9/22/2014",676,1818,1
"4293","9/14/2019","Northampton","PA",2019,257,"11/7/2017","9/22/2014",676,1818,1
"4294","9/14/2019","Philadelphia","PA",2019,257,"11/7/2017","9/22/2014",676,1818,1
"4295","9/15/2019","Bucks","PA",2019,258,"11/7/2017","9/22/2014",677,1819,1
"4296","9/15/2019","Chester","PA",2019,258,"11/7/2017","9/22/2014",677,1819,3
"4297","9/15/2019","Delaware","PA",2019,258,"11/7/2017","9/22/2014",677,1819,1
"4298","9/15/2019","Lehigh","PA",2019,258,"11/7/2017","9/22/2014",677,1819,1
"4299","9/15/2019","Montgomery","PA",2019,258,"11/7/2017","9/22/2014",677,1819,7
"4300","9/15/2019","Northampton","PA",2019,258,"11/7/2017","9/22/2014",677,1819,1
"4301","9/15/2019","Philadelphia","PA",2019,258,"11/7/2017","9/22/2014",677,1819,6
"4302","9/16/2019","Bucks","PA",2019,259,"11/7/2017","9/22/2014",678,1820,1
"4303","9/16/2019","Chester","PA",2019,259,"11/7/2017","9/22/2014",678,1820,2
"4304","9/16/2019","Delaware","PA",2019,259,"11/7/2017","9/22/2014",678,1820,1
"4305","9/16/2019","Lancaster","PA",2019,259,"11/7/2017","9/22/2014",678,1820,1
"4306","9/16/2019","Lehigh","PA",2019,259,"11/7/2017","9/22/2014",678,1820,1
"4307","9/16/2019","Montgomery","PA",2019,259,"11/7/2017","9/22/2014",678,1820,1
"4308","9/16/2019","Northampton","PA",2019,259,"11/7/2017","9/22/2014",678,1820,1
"4309","9/16/2019","Philadelphia","PA",2019,259,"11/7/2017","9/22/2014",678,1820,6
"4310","9/17/2019","Berks","PA",2019,260,"11/7/2017","9/22/2014",679,1821,3
"4311","9/17/2019","Chester","PA",2019,260,"11/7/2017","9/22/2014",679,1821,2
"4312","9/17/2019","Lancaster","PA",2019,260,"11/7/2017","9/22/2014",679,1821,2
"4313","9/17/2019","Montgomery","PA",2019,260,"11/7/2017","9/22/2014",679,1821,2
"4314","9/17/2019","Northampton","PA",2019,260,"11/7/2017","9/22/2014",679,1821,1
"4315","9/17/2019","Philadelphia","PA",2019,260,"11/7/2017","9/22/2014",679,1821,2
"4316","9/18/2019","Chester","PA",2019,261,"11/7/2017","9/22/2014",680,1822,4
"4317","9/18/2019","Delaware","PA",2019,261,"11/7/2017","9/22/2014",680,1822,2
"4318","9/18/2019","Lancaster","PA",2019,261,"11/7/2017","9/22/2014",680,1822,2
"4319","9/18/2019","Montgomery","PA",2019,261,"11/7/2017","9/22/2014",680,1822,1
"4320","9/18/2019","Philadelphia","PA",2019,261,"11/7/2017","9/22/2014",680,1822,1
"4321","9/19/2019","Bucks","PA",2019,262,"11/7/2017","9/22/2014",681,1823,1
"4322","9/19/2019","Chester","PA",2019,262,"11/7/2017","9/22/2014",681,1823,6
"4323","9/19/2019","Delaware","PA",2019,262,"11/7/2017","9/22/2014",681,1823,4
"4324","9/19/2019","Lehigh","PA",2019,262,"11/7/2017","9/22/2014",681,1823,2
"4325","9/19/2019","Montgomery","PA",2019,262,"11/7/2017","9/22/2014",681,1823,2
"4326","9/19/2019","Northampton","PA",2019,262,"11/7/2017","9/22/2014",681,1823,2
"4327","9/19/2019","Philadelphia","PA",2019,262,"11/7/2017","9/22/2014",681,1823,1
"4328","9/20/2019","Berks","PA",2019,263,"11/7/2017","9/22/2014",682,1824,1
"4329","9/20/2019","Bucks","PA",2019,263,"11/7/2017","9/22/2014",682,1824,2
"4330","9/20/2019","Chester","PA",2019,263,"11/7/2017","9/22/2014",682,1824,1
"4331","9/20/2019","Delaware","PA",2019,263,"11/7/2017","9/22/2014",682,1824,1
"4332","9/20/2019","Lancaster","PA",2019,263,"11/7/2017","9/22/2014",682,1824,2
"4333","9/20/2019","Montgomery","PA",2019,263,"11/7/2017","9/22/2014",682,1824,11
"4334","9/20/2019","Philadelphia","PA",2019,263,"11/7/2017","9/22/2014",682,1824,5
"4335","9/21/2019","Chester","PA",2019,264,"11/7/2017","9/22/2014",683,1825,2
"4336","9/21/2019","Lancaster","PA",2019,264,"11/7/2017","9/22/2014",683,1825,6
"4337","9/21/2019","Montgomery","PA",2019,264,"11/7/2017","9/22/2014",683,1825,6
"4338","9/21/2019","Northampton","PA",2019,264,"11/7/2017","9/22/2014",683,1825,2
"4339","9/21/2019","Philadelphia","PA",2019,264,"11/7/2017","9/22/2014",683,1825,6
"4340","9/22/2019","Berks","PA",2019,265,"11/7/2017","9/22/2014",684,1826,1
"4341","9/22/2019","Chester","PA",2019,265,"11/7/2017","9/22/2014",684,1826,3
"4342","9/22/2019","Lebanon","PA",2019,265,"11/7/2017","9/22/2014",684,1826,1
"4343","9/22/2019","Montgomery","PA",2019,265,"11/7/2017","9/22/2014",684,1826,4
"4344","9/22/2019","Philadelphia","PA",2019,265,"11/7/2017","9/22/2014",684,1826,3
"4345","9/23/2019","Delaware","PA",2019,266,"11/7/2017","9/22/2014",685,1827,17
"4346","9/23/2019","Lancaster","PA",2019,266,"11/7/2017","9/22/2014",685,1827,2
"4347","9/23/2019","Lebanon","PA",2019,266,"11/7/2017","9/22/2014",685,1827,1
"4348","9/23/2019","Montgomery","PA",2019,266,"11/7/2017","9/22/2014",685,1827,4
"4349","9/23/2019","Philadelphia","PA",2019,266,"11/7/2017","9/22/2014",685,1827,2
"4350","9/24/2019","Berks","PA",2019,267,"11/7/2017","9/22/2014",686,1828,1
"4351","9/24/2019","Chester","PA",2019,267,"11/7/2017","9/22/2014",686,1828,1
"4352","9/24/2019","Delaware","PA",2019,267,"11/7/2017","9/22/2014",686,1828,8
"4353","9/24/2019","Monroe","PA",2019,267,"11/7/2017","9/22/2014",686,1828,2
"4354","9/24/2019","Montgomery","PA",2019,267,"11/7/2017","9/22/2014",686,1828,1
"4355","9/24/2019","Philadelphia","PA",2019,267,"11/7/2017","9/22/2014",686,1828,5
"4356","9/25/2019","Bucks","PA",2019,268,"11/7/2017","9/22/2014",687,1829,2
"4357","9/25/2019","Chester","PA",2019,268,"11/7/2017","9/22/2014",687,1829,2
"4358","9/25/2019","Delaware","PA",2019,268,"11/7/2017","9/22/2014",687,1829,7
"4359","9/25/2019","Lancaster","PA",2019,268,"11/7/2017","9/22/2014",687,1829,1
"4360","9/25/2019","Montgomery","PA",2019,268,"11/7/2017","9/22/2014",687,1829,2
"4361","9/25/2019","Philadelphia","PA",2019,268,"11/7/2017","9/22/2014",687,1829,4
"4362","9/25/2019","Schuylkill","PA",2019,268,"11/7/2017","9/22/2014",687,1829,1
"4363","9/26/2019","Bucks","PA",2019,269,"11/7/2017","9/22/2014",688,1830,1
"4364","9/26/2019","Chester","PA",2019,269,"11/7/2017","9/22/2014",688,1830,1
"4365","9/26/2019","Delaware","PA",2019,269,"11/7/2017","9/22/2014",688,1830,9
"4366","9/26/2019","Lancaster","PA",2019,269,"11/7/2017","9/22/2014",688,1830,1
"4367","9/26/2019","Northampton","PA",2019,269,"11/7/2017","9/22/2014",688,1830,1
"4368","9/26/2019","Philadelphia","PA",2019,269,"11/7/2017","9/22/2014",688,1830,1
"4369","9/27/2019","Bucks","PA",2019,270,"11/7/2017","9/22/2014",689,1831,1
"4370","9/27/2019","Chester","PA",2019,270,"11/7/2017","9/22/2014",689,1831,3
"4371","9/27/2019","Delaware","PA",2019,270,"11/7/2017","9/22/2014",689,1831,2
"4372","9/27/2019","Lancaster","PA",2019,270,"11/7/2017","9/22/2014",689,1831,2
"4373","9/27/2019","Northampton","PA",2019,270,"11/7/2017","9/22/2014",689,1831,1
"4374","9/27/2019","Philadelphia","PA",2019,270,"11/7/2017","9/22/2014",689,1831,1
"4375","9/28/2019","Chester","PA",2019,271,"11/7/2017","9/22/2014",690,1832,3
"4376","9/28/2019","Lehigh","PA",2019,271,"11/7/2017","9/22/2014",690,1832,1
"4377","9/28/2019","Montgomery","PA",2019,271,"11/7/2017","9/22/2014",690,1832,3
"4378","9/28/2019","Northampton","PA",2019,271,"11/7/2017","9/22/2014",690,1832,2
"4379","9/28/2019","Philadelphia","PA",2019,271,"11/7/2017","9/22/2014",690,1832,4
"4380","9/29/2019","Carbon","PA",2019,272,"11/7/2017","9/22/2014",691,1833,1
"4381","9/29/2019","Chester","PA",2019,272,"11/7/2017","9/22/2014",691,1833,2
"4382","9/29/2019","Dauphin","PA",2019,272,"11/7/2017","9/22/2014",691,1833,1
"4383","9/29/2019","Delaware","PA",2019,272,"11/7/2017","9/22/2014",691,1833,1
"4384","9/29/2019","Lancaster","PA",2019,272,"11/7/2017","9/22/2014",691,1833,2
"4385","9/29/2019","Lehigh","PA",2019,272,"11/7/2017","9/22/2014",691,1833,2
"4386","9/29/2019","Montgomery","PA",2019,272,"11/7/2017","9/22/2014",691,1833,4
"4387","9/29/2019","Northampton","PA",2019,272,"11/7/2017","9/22/2014",691,1833,1
"4388","9/29/2019","Philadelphia","PA",2019,272,"11/7/2017","9/22/2014",691,1833,7
"4389","9/30/2019","Bucks","PA",2019,273,"11/7/2017","9/22/2014",692,1834,1
"4390","9/30/2019","Chester","PA",2019,273,"11/7/2017","9/22/2014",692,1834,1
"4391","9/30/2019","Delaware","PA",2019,273,"11/7/2017","9/22/2014",692,1834,1
"4392","9/30/2019","Lancaster","PA",2019,273,"11/7/2017","9/22/2014",692,1834,1
"4393","9/30/2019","Northampton","PA",2019,273,"11/7/2017","9/22/2014",692,1834,2
"4394","9/30/2019","Philadelphia","PA",2019,273,"11/7/2017","9/22/2014",692,1834,7
"4395","10/1/2019","Bucks","PA",2019,274,"11/7/2017","9/22/2014",693,1835,2
"4396","10/1/2019","Lehigh","PA",2019,274,"11/7/2017","9/22/2014",693,1835,1
"4397","10/1/2019","Montgomery","PA",2019,274,"11/7/2017","9/22/2014",693,1835,1
"4398","10/1/2019","Philadelphia","PA",2019,274,"11/7/2017","9/22/2014",693,1835,5
"4399","10/2/2019","Berks","PA",2019,275,"11/7/2017","9/22/2014",694,1836,1
"4400","10/2/2019","Chester","PA",2019,275,"11/7/2017","9/22/2014",694,1836,1
"4401","10/2/2019","Delaware","PA",2019,275,"11/7/2017","9/22/2014",694,1836,1
"4402","10/2/2019","Lancaster","PA",2019,275,"11/7/2017","9/22/2014",694,1836,1
"4403","10/2/2019","Lehigh","PA",2019,275,"11/7/2017","9/22/2014",694,1836,2
"4404","10/2/2019","Monroe","PA",2019,275,"11/7/2017","9/22/2014",694,1836,1
"4405","10/2/2019","Philadelphia","PA",2019,275,"11/7/2017","9/22/2014",694,1836,1
"4406","10/3/2019","Bucks","PA",2019,276,"11/7/2017","9/22/2014",695,1837,2
"4407","10/4/2019","Berks","PA",2019,277,"11/7/2017","9/22/2014",696,1838,1
"4408","10/4/2019","Chester","PA",2019,277,"11/7/2017","9/22/2014",696,1838,3
"4409","10/4/2019","Delaware","PA",2019,277,"11/7/2017","9/22/2014",696,1838,1
"4410","10/4/2019","Montgomery","PA",2019,277,"11/7/2017","9/22/2014",696,1838,1
"4411","10/4/2019","Philadelphia","PA",2019,277,"11/7/2017","9/22/2014",696,1838,4
"4412","10/5/2019","Chester","PA",2019,278,"11/7/2017","9/22/2014",697,1839,1
"4413","10/5/2019","Lancaster","PA",2019,278,"11/7/2017","9/22/2014",697,1839,1
"4414","10/5/2019","Montgomery","PA",2019,278,"11/7/2017","9/22/2014",697,1839,1
"4415","10/5/2019","Philadelphia","PA",2019,278,"11/7/2017","9/22/2014",697,1839,1
"4416","10/6/2019","Chester","PA",2019,279,"11/7/2017","9/22/2014",698,1840,1
"4417","10/6/2019","Montgomery","PA",2019,279,"11/7/2017","9/22/2014",698,1840,1
"4418","10/6/2019","Northampton","PA",2019,279,"11/7/2017","9/22/2014",698,1840,2
"4419","10/6/2019","Philadelphia","PA",2019,279,"11/7/2017","9/22/2014",698,1840,3
"4420","10/7/2019","Bucks","PA",2019,280,"11/7/2017","9/22/2014",699,1841,3
"4421","10/7/2019","Delaware","PA",2019,280,"11/7/2017","9/22/2014",699,1841,2
"4422","10/7/2019","Montgomery","PA",2019,280,"11/7/2017","9/22/2014",699,1841,6
"4423","10/8/2019","Chester","PA",2019,281,"11/7/2017","9/22/2014",700,1842,1
"4424","10/8/2019","Delaware","PA",2019,281,"11/7/2017","9/22/2014",700,1842,1
"4425","10/8/2019","Lehigh","PA",2019,281,"11/7/2017","9/22/2014",700,1842,1
"4426","10/8/2019","Montgomery","PA",2019,281,"11/7/2017","9/22/2014",700,1842,1
"4427","10/8/2019","Philadelphia","PA",2019,281,"11/7/2017","9/22/2014",700,1842,2
"4428","10/9/2019","Monroe","PA",2019,282,"11/7/2017","9/22/2014",701,1843,1
"4429","10/9/2019","Montgomery","PA",2019,282,"11/7/2017","9/22/2014",701,1843,3
"4430","10/9/2019","Northampton","PA",2019,282,"11/7/2017","9/22/2014",701,1843,1
"4431","10/9/2019","Philadelphia","PA",2019,282,"11/7/2017","9/22/2014",701,1843,1
"4432","10/10/2019","Bucks","PA",2019,283,"11/7/2017","9/22/2014",702,1844,1
"4433","10/10/2019","Chester","PA",2019,283,"11/7/2017","9/22/2014",702,1844,3
"4434","10/10/2019","Delaware","PA",2019,283,"11/7/2017","9/22/2014",702,1844,2
"4435","10/10/2019","Northampton","PA",2019,283,"11/7/2017","9/22/2014",702,1844,1
"4436","10/10/2019","Philadelphia","PA",2019,283,"11/7/2017","9/22/2014",702,1844,2
"4437","10/10/2019","Schuylkill","PA",2019,283,"11/7/2017","9/22/2014",702,1844,1
"4438","10/11/2019","Berks","PA",2019,284,"11/7/2017","9/22/2014",703,1845,1
"4439","10/12/2019","Berks","PA",2019,285,"11/7/2017","9/22/2014",704,1846,3
"4440","10/12/2019","Bucks","PA",2019,285,"11/7/2017","9/22/2014",704,1846,1
"4441","10/12/2019","Chester","PA",2019,285,"11/7/2017","9/22/2014",704,1846,2
"4442","10/12/2019","Delaware","PA",2019,285,"11/7/2017","9/22/2014",704,1846,3
"4443","10/12/2019","Lancaster","PA",2019,285,"11/7/2017","9/22/2014",704,1846,2
"4444","10/12/2019","Lehigh","PA",2019,285,"11/7/2017","9/22/2014",704,1846,1
"4445","10/12/2019","Montgomery","PA",2019,285,"11/7/2017","9/22/2014",704,1846,1
"4446","10/12/2019","Northampton","PA",2019,285,"11/7/2017","9/22/2014",704,1846,1
"4447","10/12/2019","Philadelphia","PA",2019,285,"11/7/2017","9/22/2014",704,1846,6
"4448","10/13/2019","Berks","PA",2019,286,"11/7/2017","9/22/2014",705,1847,1
"4449","10/13/2019","Bucks","PA",2019,286,"11/7/2017","9/22/2014",705,1847,3
"4450","10/13/2019","Lancaster","PA",2019,286,"11/7/2017","9/22/2014",705,1847,1
"4451","10/13/2019","Lehigh","PA",2019,286,"11/7/2017","9/22/2014",705,1847,1
"4452","10/13/2019","Northampton","PA",2019,286,"11/7/2017","9/22/2014",705,1847,1
"4453","10/13/2019","Philadelphia","PA",2019,286,"11/7/2017","9/22/2014",705,1847,1
"4454","10/13/2019","Schuylkill","PA",2019,286,"11/7/2017","9/22/2014",705,1847,1
"4455","10/14/2019","Chester","PA",2019,287,"11/7/2017","9/22/2014",706,1848,2
"4456","10/14/2019","Delaware","PA",2019,287,"11/7/2017","9/22/2014",706,1848,1
"4457","10/14/2019","Lancaster","PA",2019,287,"11/7/2017","9/22/2014",706,1848,2
"4458","10/14/2019","Montgomery","PA",2019,287,"11/7/2017","9/22/2014",706,1848,8
"4459","10/14/2019","Northampton","PA",2019,287,"11/7/2017","9/22/2014",706,1848,1
"4460","10/15/2019","Bucks","PA",2019,288,"11/7/2017","9/22/2014",707,1849,2
"4461","10/15/2019","Lancaster","PA",2019,288,"11/7/2017","9/22/2014",707,1849,2
"4462","10/15/2019","Philadelphia","PA",2019,288,"11/7/2017","9/22/2014",707,1849,2
"4463","10/16/2019","Delaware","PA",2019,289,"11/7/2017","9/22/2014",708,1850,2
"4464","10/16/2019","Montgomery","PA",2019,289,"11/7/2017","9/22/2014",708,1850,1
"4465","10/16/2019","Philadelphia","PA",2019,289,"11/7/2017","9/22/2014",708,1850,1
"4466","10/17/2019","Bucks","PA",2019,290,"11/7/2017","9/22/2014",709,1851,1
"4467","10/17/2019","Delaware","PA",2019,290,"11/7/2017","9/22/2014",709,1851,11
"4468","10/18/2019","Berks","PA",2019,291,"11/7/2017","9/22/2014",710,1852,1
"4469","10/18/2019","Lancaster","PA",2019,291,"11/7/2017","9/22/2014",710,1852,1
"4470","10/18/2019","Montgomery","PA",2019,291,"11/7/2017","9/22/2014",710,1852,4
"4471","10/18/2019","Philadelphia","PA",2019,291,"11/7/2017","9/22/2014",710,1852,1
"4472","10/19/2019","Berks","PA",2019,292,"11/7/2017","9/22/2014",711,1853,1
"4473","10/19/2019","Bucks","PA",2019,292,"11/7/2017","9/22/2014",711,1853,1
"4474","10/19/2019","Chester","PA",2019,292,"11/7/2017","9/22/2014",711,1853,4
"4475","10/19/2019","Lebanon","PA",2019,292,"11/7/2017","9/22/2014",711,1853,1
"4476","10/19/2019","Lehigh","PA",2019,292,"11/7/2017","9/22/2014",711,1853,1
"4477","10/19/2019","Montgomery","PA",2019,292,"11/7/2017","9/22/2014",711,1853,3
"4478","10/19/2019","Northampton","PA",2019,292,"11/7/2017","9/22/2014",711,1853,1
"4479","10/19/2019","Philadelphia","PA",2019,292,"11/7/2017","9/22/2014",711,1853,2
"4480","10/20/2019","Chester","PA",2019,293,"11/7/2017","9/22/2014",712,1854,1
"4481","10/20/2019","Delaware","PA",2019,293,"11/7/2017","9/22/2014",712,1854,1
"4482","10/20/2019","Philadelphia","PA",2019,293,"11/7/2017","9/22/2014",712,1854,2
"4483","10/21/2019","Bucks","PA",2019,294,"11/7/2017","9/22/2014",713,1855,1
"4484","10/21/2019","Chester","PA",2019,294,"11/7/2017","9/22/2014",713,1855,3
"4485","10/21/2019","Montgomery","PA",2019,294,"11/7/2017","9/22/2014",713,1855,7
"4486","10/21/2019","Northampton","PA",2019,294,"11/7/2017","9/22/2014",713,1855,1
"4487","10/21/2019","Schuylkill","PA",2019,294,"11/7/2017","9/22/2014",713,1855,1
"4488","10/22/2019","Bucks","PA",2019,295,"11/7/2017","9/22/2014",714,1856,1
"4489","10/22/2019","Chester","PA",2019,295,"11/7/2017","9/22/2014",714,1856,1
"4490","10/22/2019","Lancaster","PA",2019,295,"11/7/2017","9/22/2014",714,1856,1
"4491","10/22/2019","Lehigh","PA",2019,295,"11/7/2017","9/22/2014",714,1856,2
"4492","10/23/2019","Lancaster","PA",2019,296,"11/7/2017","9/22/2014",715,1857,1
"4493","10/24/2019","Chester","PA",2019,297,"11/7/2017","9/22/2014",716,1858,1
"4494","10/24/2019","Montgomery","PA",2019,297,"11/7/2017","9/22/2014",716,1858,1
"4495","10/24/2019","Philadelphia","PA",2019,297,"11/7/2017","9/22/2014",716,1858,3
"4496","10/25/2019","Delaware","PA",2019,298,"11/7/2017","9/22/2014",717,1859,1
"4497","10/25/2019","Montgomery","PA",2019,298,"11/7/2017","9/22/2014",717,1859,1
"4498","10/25/2019","Philadelphia","PA",2019,298,"11/7/2017","9/22/2014",717,1859,1
"4499","10/26/2019","Bucks","PA",2019,299,"11/7/2017","9/22/2014",718,1860,2
"4500","10/26/2019","Chester","PA",2019,299,"11/7/2017","9/22/2014",718,1860,1
"4501","10/26/2019","Lancaster","PA",2019,299,"11/7/2017","9/22/2014",718,1860,4
"4502","10/26/2019","Montgomery","PA",2019,299,"11/7/2017","9/22/2014",718,1860,3
"4503","10/26/2019","Philadelphia","PA",2019,299,"11/7/2017","9/22/2014",718,1860,1
"4504","10/27/2019","Lancaster","PA",2019,300,"11/7/2017","9/22/2014",719,1861,1
"4505","10/27/2019","Lehigh","PA",2019,300,"11/7/2017","9/22/2014",719,1861,1
"4506","10/27/2019","Montgomery","PA",2019,300,"11/7/2017","9/22/2014",719,1861,3
"4507","10/27/2019","Philadelphia","PA",2019,300,"11/7/2017","9/22/2014",719,1861,1
"4508","10/28/2019","Bucks","PA",2019,301,"11/7/2017","9/22/2014",720,1862,1
"4509","10/28/2019","Delaware","PA",2019,301,"11/7/2017","9/22/2014",720,1862,1
"4510","10/30/2019","Chester","PA",2019,303,"11/7/2017","9/22/2014",722,1864,1
"4511","10/30/2019","Lancaster","PA",2019,303,"11/7/2017","9/22/2014",722,1864,2
"4512","11/1/2019","Delaware","PA",2019,305,"11/7/2017","9/22/2014",724,1866,1
"4513","11/2/2019","Bucks","PA",2019,306,"11/7/2017","9/22/2014",725,1867,1
"4514","11/2/2019","Lancaster","PA",2019,306,"11/7/2017","9/22/2014",725,1867,1
"4515","11/2/2019","Montgomery","PA",2019,306,"11/7/2017","9/22/2014",725,1867,1
